datetime,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,day_of_week,is_weekend,season,is_heating_period,hour_sin,hour_cos,month_sin,month_cos,day_of_week_sin,day_of_week_cos,wd_angle,wd_sin,wd_cos,is_stagnant,stagnant_duration,PM_ratio,air_quality_level,is_extreme_cold,is_extreme_hot,is_raining
2013-03-02 03:00:00,28,2013,3,2,3,3.0,6.0,11.0,41.0,500.0,46.0,-3.1,1032.6,-15.8,0.0,N,0.0,Dongsi,5,1,2,1,0.707,0.707,1.0,0.0,-0.975,-0.223,0.0,0.0,1.0,1,4,0.5,优,1,0,0
2013-03-02 04:00:00,29,2013,3,2,4,3.0,6.0,9.0,31.0,400.0,60.0,-3.1,1032.7,-16.1,0.0,N,0.0,Dongsi,5,1,2,1,0.866,0.5,1.0,0.0,-0.975,-0.223,0.0,0.0,1.0,1,5,0.5,优,1,0,0
2013-03-02 05:00:00,30,2013,3,2,5,9.0,9.0,10.0,32.0,500.0,62.0,-2.4,1032.1,-18.1,0.0,NNE,0.8,Dongsi,5,1,2,1,0.966,0.259,1.0,0.0,-0.975,-0.223,22.5,0.383,0.924,1,6,1.0,优,1,0,0
2013-03-02 06:00:00,31,2013,3,2,6,3.0,6.0,15.0,59.0,600.0,30.0,-2.3,1031.3,-18.4,0.0,N,1.5,Dongsi,5,1,2,1,1.0,0.0,1.0,0.0,-0.975,-0.223,0.0,0.0,1.0,0,0,0.5,优,1,0,0
2013-03-02 07:00:00,32,2013,3,2,7,13.0,13.0,14.0,45.0,600.0,47.0,-1.9,1031.9,-18.5,0.0,N,1.4,Dongsi,5,1,2,1,0.966,-0.259,1.0,0.0,-0.975,-0.223,0.0,0.0,1.0,0,0,1.0,优,1,0,0
2013-03-02 08:00:00,33,2013,3,2,8,3.0,6.0,19.0,48.0,600.0,43.0,-0.9,1031.7,-18.0,0.0,NNE,1.6,Dongsi,5,1,2,1,0.866,-0.5,1.0,0.0,-0.975,-0.223,22.5,0.383,0.924,0,0,0.5,优,1,0,0
2013-03-02 09:00:00,34,2013,3,2,9,3.0,6.0,24.0,49.0,500.0,44.0,0.1,1031.7,-18.1,0.0,NE,0.5,Dongsi,5,1,2,1,0.707,-0.707,1.0,0.0,-0.975,-0.223,45.0,0.707,0.707,1,1,0.5,优,1,0,0
2013-03-02 10:00:00,35,2013,3,2,10,3.0,7.0,24.0,55.0,600.0,36.0,1.5,1031.2,-18.0,0.0,ENE,0.6,Dongsi,5,1,2,1,0.5,-0.866,1.0,0.0,-0.975,-0.223,67.5,0.924,0.383,1,2,0.429,优,1,0,0
2013-03-02 11:00:00,36,2013,3,2,11,4.0,14.0,18.0,54.0,700.0,34.0,2.6,1030.2,-18.2,0.0,SW,3.1,Dongsi,5,1,2,1,0.259,-0.966,1.0,0.0,-0.975,-0.223,225.0,-0.707,-0.707,0,0,0.286,优,1,0,0
2013-03-02 12:00:00,37,2013,3,2,12,17.0,22.0,18.0,61.0,1100.0,32.0,3.8,1029.0,-17.8,0.0,SSW,1.1,Dongsi,5,1,2,1,0.0,-1.0,1.0,0.0,-0.975,-0.223,202.5,-0.383,-0.924,0,0,0.773,优,0,0,0
2013-03-02 13:00:00,38,2013,3,2,13,23.0,29.0,19.0,54.0,800.0,39.0,3.8,1027.6,-17.8,0.0,S,1.0,Dongsi,5,1,2,1,-0.259,-0.966,1.0,0.0,-0.975,-0.223,180.0,0.0,-1.0,0,0,0.793,优,0,0,0
2013-03-02 14:00:00,39,2013,3,2,14,32.0,34.0,18.0,48.0,700.0,47.0,3.9,1026.8,-18.3,0.0,SSW,0.4,Dongsi,5,1,2,1,-0.5,-0.866,1.0,0.0,-0.975,-0.223,202.5,-0.383,-0.924,1,1,0.941,优,0,0,0
2013-03-02 15:00:00,40,2013,3,2,15,35.0,37.0,25.0,49.0,900.0,49.0,4.3,1026.2,-18.0,0.0,SSW,1.5,Dongsi,5,1,2,1,-0.707,-0.707,1.0,0.0,-0.975,-0.223,202.5,-0.383,-0.924,0,0,0.946,优,0,0,0
2013-03-02 16:00:00,41,2013,3,2,16,42.0,52.0,43.0,60.0,1300.0,41.0,4.1,1025.4,-16.9,0.0,SSW,1.9,Dongsi,5,1,2,1,-0.866,-0.5,1.0,0.0,-0.975,-0.223,202.5,-0.383,-0.924,0,0,0.808,良,0,0,0
2013-03-02 17:00:00,42,2013,3,2,17,54.0,69.0,41.0,62.0,1100.0,40.0,3.2,1025.3,-16.0,0.0,WSW,1.3,Dongsi,5,1,2,1,-0.966,-0.259,1.0,0.0,-0.975,-0.223,247.5,-0.924,-0.383,0,0,0.783,良,0,0,0
2013-03-02 18:00:00,43,2013,3,2,18,56.0,82.0,43.0,63.0,1100.0,37.0,2.2,1025.4,-15.8,0.0,NE,0.4,Dongsi,5,1,2,1,-1.0,-0.0,1.0,0.0,-0.975,-0.223,45.0,0.707,0.707,1,1,0.683,良,1,0,0
2013-03-02 19:00:00,44,2013,3,2,19,63.0,92.0,45.0,72.0,1200.0,27.0,1.6,1025.0,-15.4,0.0,N,0.1,Dongsi,5,1,2,1,-0.966,0.259,1.0,0.0,-0.975,-0.223,0.0,0.0,1.0,1,2,0.685,良,1,0,0
2013-03-02 20:00:00,45,2013,3,2,20,71.0,98.0,46.0,80.0,1899.0,17.0,0.7,1025.0,-15.3,0.0,N,1.0,Dongsi,5,1,2,1,-0.866,0.5,1.0,0.0,-0.975,-0.223,0.0,0.0,1.0,0,0,0.724,良,1,0,0
2013-03-02 21:00:00,46,2013,3,2,21,79.0,111.0,61.0,95.0,1800.0,6.0,0.5,1024.8,-15.1,0.0,N,0.2,Dongsi,5,1,2,1,-0.707,0.707,1.0,0.0,-0.975,-0.223,0.0,0.0,1.0,1,1,0.712,轻度污染,1,0,0
2013-03-02 22:00:00,47,2013,3,2,22,98.0,121.0,71.0,112.0,2299.0,2.0,-1.0,1024.2,-14.6,0.0,ENE,0.0,Dongsi,5,1,2,1,-0.5,0.866,1.0,0.0,-0.975,-0.223,67.5,0.924,0.383,1,2,0.81,轻度污染,1,0,0
2013-03-02 23:00:00,48,2013,3,2,23,108.0,131.0,73.0,110.0,2600.0,2.0,-1.3,1023.2,-14.5,0.0,N,0.0,Dongsi,5,1,2,1,-0.259,0.966,1.0,0.0,-0.975,-0.223,0.0,0.0,1.0,1,3,0.824,轻度污染,1,0,0
2013-03-03 00:00:00,49,2013,3,3,0,115.0,141.0,70.0,111.0,2700.0,2.0,-2.2,1022.3,-12.8,0.0,N,0.0,Dongsi,6,1,2,1,0.0,1.0,1.0,0.0,-0.782,0.623,0.0,0.0,1.0,1,4,0.816,轻度污染,1,0,0
2013-03-03 01:00:00,50,2013,3,3,1,127.0,152.0,65.0,109.0,2600.0,2.0,-1.8,1021.4,-13.3,0.0,W,0.7,Dongsi,6,1,2,1,0.259,0.966,1.0,0.0,-0.782,0.623,270.0,-1.0,-0.0,1,5,0.836,中度污染,1,0,0
2013-03-03 02:00:00,51,2013,3,3,2,132.0,151.0,64.0,107.0,2399.0,2.0,-2.4,1020.4,-13.3,0.0,E,1.3,Dongsi,6,1,2,1,0.5,0.866,1.0,0.0,-0.782,0.623,90.0,1.0,0.0,0,0,0.874,中度污染,1,0,0
2013-03-03 03:00:00,52,2013,3,3,3,124.0,133.0,83.0,104.0,2399.0,2.0,-3.3,1019.4,-12.5,0.0,ESE,1.2,Dongsi,6,1,2,1,0.707,0.707,1.0,0.0,-0.782,0.623,112.5,0.924,-0.383,0,0,0.932,中度污染,1,0,0
2013-03-03 04:00:00,53,2013,3,3,4,112.0,118.0,87.258,105.0,2399.0,2.0,-4.2,1019.0,-12.6,0.0,E,0.1,Dongsi,6,1,2,1,0.866,0.5,1.0,0.0,-0.782,0.623,90.0,1.0,0.0,1,1,0.949,轻度污染,1,0,0
2013-03-03 05:00:00,54,2013,3,3,5,101.0,107.0,74.0,99.0,2299.0,2.0,-5.2,1018.5,-11.6,0.0,NE,0.9,Dongsi,6,1,2,1,0.966,0.259,1.0,0.0,-0.782,0.623,45.0,0.707,0.707,1,2,0.944,轻度污染,1,0,0
2013-03-03 06:00:00,55,2013,3,3,6,88.0,105.0,80.0,94.0,2500.0,2.0,-5.4,1018.3,-11.3,0.0,ENE,0.0,Dongsi,6,1,2,1,1.0,0.0,1.0,0.0,-0.782,0.623,67.5,0.924,0.383,1,3,0.838,轻度污染,1,0,0
2013-03-03 07:00:00,56,2013,3,3,7,98.0,113.0,82.0,100.0,2899.0,2.0,-3.3,1018.6,-9.8,0.0,N,0.1,Dongsi,6,1,2,1,0.966,-0.259,1.0,0.0,-0.782,0.623,0.0,0.0,1.0,1,4,0.867,轻度污染,1,0,0
2013-03-03 08:00:00,57,2013,3,3,8,97.0,124.0,79.0,95.0,2799.0,2.0,1.2,1018.1,-13.7,0.0,N,0.8,Dongsi,6,1,2,1,0.866,-0.5,1.0,0.0,-0.782,0.623,0.0,0.0,1.0,1,5,0.782,轻度污染,1,0,0
2013-03-03 09:00:00,58,2013,3,3,9,95.0,115.0,87.258,95.0,2399.0,3.0,4.0,1017.6,-13.4,0.0,SE,0.6,Dongsi,6,1,2,1,0.707,-0.707,1.0,0.0,-0.782,0.623,135.0,0.707,-0.707,1,6,0.826,轻度污染,0,0,0
2013-03-03 10:00:00,59,2013,3,3,10,91.0,112.0,87.258,98.0,2200.0,10.0,6.8,1016.7,-13.5,0.0,SSW,1.1,Dongsi,6,1,2,1,0.5,-0.866,1.0,0.0,-0.782,0.623,202.5,-0.383,-0.924,0,0,0.812,轻度污染,0,0,0
2013-03-03 11:00:00,60,2013,3,3,11,98.0,123.0,83.0,104.0,2500.0,14.0,9.5,1015.6,-13.7,0.0,W,0.5,Dongsi,6,1,2,1,0.259,-0.966,1.0,0.0,-0.782,0.623,270.0,-1.0,-0.0,1,1,0.797,轻度污染,0,0,0
2013-03-03 12:00:00,61,2013,3,3,12,107.0,134.0,70.0,111.0,2600.0,17.0,13.4,1014.4,-13.6,0.0,WNW,1.8,Dongsi,6,1,2,1,0.0,-1.0,1.0,0.0,-0.782,0.623,292.5,-0.924,0.383,0,0,0.799,轻度污染,0,0,0
2013-03-03 13:00:00,62,2013,3,3,13,114.0,130.0,43.0,85.0,1800.0,38.0,15.5,1013.0,-13.8,0.0,NW,4.0,Dongsi,6,1,2,1,-0.259,-0.966,1.0,0.0,-0.782,0.623,315.0,-0.707,0.707,0,0,0.877,轻度污染,0,0,0
2013-03-03 14:00:00,63,2013,3,3,14,81.0,104.0,19.0,46.0,1000.0,68.0,16.4,1012.4,-15.4,0.0,W,5.702,Dongsi,6,1,2,1,-0.5,-0.866,1.0,0.0,-0.782,0.623,270.0,-1.0,-0.0,0,0,0.779,轻度污染,0,0,0
2013-03-03 15:00:00,64,2013,3,3,15,49.0,80.0,7.0,17.0,500.0,94.0,16.6,1012.0,-15.2,0.0,WNW,4.7,Dongsi,6,1,2,1,-0.707,-0.707,1.0,0.0,-0.782,0.623,292.5,-0.924,0.383,0,0,0.612,良,0,0,0
2013-03-03 16:00:00,65,2013,3,3,16,28.0,66.0,14.0,33.0,700.0,82.0,15.8,1012.2,-14.7,0.0,ENE,1.3,Dongsi,6,1,2,1,-0.866,-0.5,1.0,0.0,-0.782,0.623,67.5,0.924,0.383,0,0,0.424,优,0,0,0
2013-03-03 17:00:00,66,2013,3,3,17,41.0,106.0,24.0,60.0,1000.0,67.0,12.6,1013.0,-13.4,0.0,SSW,1.3,Dongsi,6,1,2,1,-0.966,-0.259,1.0,0.0,-0.782,0.623,202.5,-0.383,-0.924,0,0,0.387,良,0,0,0
2013-03-03 18:00:00,67,2013,3,3,18,58.0,106.0,26.0,74.0,1200.0,50.0,9.9,1014.1,-10.3,0.0,WNW,1.0,Dongsi,6,1,2,1,-1.0,-0.0,1.0,0.0,-0.782,0.623,292.5,-0.924,0.383,0,0,0.547,良,0,0,0
2013-03-03 19:00:00,68,2013,3,3,19,87.0,212.0,58.0,127.0,2000.0,17.0,6.8,1014.9,-9.6,0.0,W,0.0,Dongsi,6,1,2,1,-0.966,0.259,1.0,0.0,-0.782,0.623,270.0,-1.0,-0.0,1,1,0.41,轻度污染,0,0,0
2013-03-03 20:00:00,69,2013,3,3,20,142.0,274.0,56.0,136.0,2299.0,4.0,5.2,1015.2,-8.3,0.0,W,0.0,Dongsi,6,1,2,1,-0.866,0.5,1.0,0.0,-0.782,0.623,270.0,-1.0,-0.0,1,2,0.518,中度污染,0,0,0
2013-03-03 21:00:00,70,2013,3,3,21,152.0,202.0,45.0,122.0,2399.0,2.0,4.0,1015.4,-9.1,0.0,N,0.2,Dongsi,6,1,2,1,-0.707,0.707,1.0,0.0,-0.782,0.623,0.0,0.0,1.0,1,3,0.752,重度污染,0,0,0
2013-03-03 22:00:00,71,2013,3,3,22,143.0,149.0,29.0,107.0,2299.0,2.0,2.7,1015.8,-8.4,0.0,WNW,0.4,Dongsi,6,1,2,1,-0.5,0.866,1.0,0.0,-0.782,0.623,292.5,-0.924,0.383,1,4,0.96,中度污染,1,0,0
2013-03-03 23:00:00,72,2013,3,3,23,80.0,101.0,32.0,104.0,3299.0,2.0,7.1,1016.7,-12.2,0.0,N,0.4,Dongsi,6,1,2,1,-0.259,0.966,1.0,0.0,-0.782,0.623,0.0,0.0,1.0,1,5,0.792,轻度污染,0,0,0
2013-03-04 00:00:00,73,2013,3,4,0,68.0,110.0,46.0,109.0,4000.0,3.0,9.9,1017.5,-14.1,0.0,N,4.9,Dongsi,0,0,2,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.618,良,0,0,0
2013-03-04 01:00:00,74,2013,3,4,1,61.0,89.0,21.0,58.0,900.0,22.0,9.3,1018.4,-13.9,0.0,NNW,3.6,Dongsi,0,0,2,1,0.259,0.966,1.0,0.0,0.0,1.0,337.5,-0.383,0.924,0,0,0.685,良,0,0,0
2013-03-04 02:00:00,75,2013,3,4,2,43.0,48.0,6.283,20.119,855.53,94.0,8.4,1018.7,-13.9,0.0,N,1.5,Dongsi,0,0,2,1,0.5,0.866,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.896,良,0,0,0
2013-03-04 03:00:00,76,2013,3,4,3,13.0,19.0,3.0,14.0,400.0,84.0,7.4,1018.6,-14.2,0.0,N,3.6,Dongsi,0,0,2,1,0.707,0.707,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.684,优,0,0,0
2013-03-04 04:00:00,77,2013,3,4,4,6.0,13.0,8.0,28.0,500.0,65.0,6.2,1019.6,-15.2,0.0,NNW,2.7,Dongsi,0,0,2,1,0.866,0.5,1.0,0.0,0.0,1.0,337.5,-0.383,0.924,0,0,0.462,优,0,0,0
2013-03-04 05:00:00,78,2013,3,4,5,7.0,19.0,13.0,48.0,600.0,40.0,6.0,1020.1,-14.2,0.0,NW,2.4,Dongsi,0,0,2,1,0.966,0.259,1.0,0.0,0.0,1.0,315.0,-0.707,0.707,0,0,0.368,优,0,0,0
2013-03-04 06:00:00,79,2013,3,4,6,9.0,23.0,18.0,61.0,800.0,27.0,4.2,1020.8,-12.7,0.0,NW,2.0,Dongsi,0,0,2,1,1.0,0.0,1.0,0.0,0.0,1.0,315.0,-0.707,0.707,0,0,0.391,优,0,0,0
2013-03-04 07:00:00,80,2013,3,4,7,10.0,31.0,26.0,82.0,900.0,8.0,7.2,1021.5,-12.6,0.0,NNW,3.2,Dongsi,0,0,2,1,0.966,-0.259,1.0,0.0,0.0,1.0,337.5,-0.383,0.924,0,0,0.323,优,0,0,0
2013-03-04 08:00:00,81,2013,3,4,8,11.0,34.0,27.0,76.0,1100.0,14.0,8.6,1022.3,-14.4,0.0,NE,2.8,Dongsi,0,0,2,1,0.866,-0.5,1.0,0.0,0.0,1.0,45.0,0.707,0.707,0,0,0.324,优,0,0,0
2013-03-04 09:00:00,82,2013,3,4,9,15.0,25.0,18.0,40.0,700.0,55.0,9.9,1022.6,-14.8,0.0,N,2.4,Dongsi,0,0,2,1,0.707,-0.707,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.6,优,0,0,0
2013-03-04 10:00:00,83,2013,3,4,10,3.0,7.0,14.0,30.0,600.0,72.0,11.5,1022.3,-14.3,0.0,N,0.0,Dongsi,0,0,2,1,0.5,-0.866,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0.429,优,0,0,0
2013-03-04 11:00:00,84,2013,3,4,11,13.0,15.0,12.0,25.0,500.0,80.0,12.3,1022.0,-15.4,0.0,N,2.4,Dongsi,0,0,2,1,0.259,-0.966,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.867,优,0,0,0
2013-03-04 12:00:00,85,2013,3,4,12,13.0,20.0,10.0,21.0,500.0,86.0,13.9,1020.6,-16.2,0.0,N,3.3,Dongsi,0,0,2,1,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.65,优,0,0,0
2013-03-04 13:00:00,86,2013,3,4,13,3.0,9.0,6.0,18.0,500.0,92.0,14.8,1019.5,-15.5,0.0,N,1.4,Dongsi,0,0,2,1,-0.259,-0.966,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.333,优,0,0,0
2013-03-04 14:00:00,87,2013,3,4,14,3.0,6.0,6.0,18.0,500.0,92.0,15.3,1018.6,-15.1,0.0,E,1.3,Dongsi,0,0,2,1,-0.5,-0.866,1.0,0.0,0.0,1.0,90.0,1.0,0.0,0,0,0.5,优,0,0,0
2013-03-04 15:00:00,88,2013,3,4,15,4.0,10.0,6.0,23.0,500.0,89.0,15.6,1018.1,-14.8,0.0,SSW,2.0,Dongsi,0,0,2,1,-0.707,-0.707,1.0,0.0,0.0,1.0,202.5,-0.383,-0.924,0,0,0.4,优,0,0,0
2013-03-04 16:00:00,89,2013,3,4,16,18.0,18.0,9.0,31.0,600.0,85.0,14.7,1017.5,-15.5,0.0,SW,2.9,Dongsi,0,0,2,1,-0.866,-0.5,1.0,0.0,0.0,1.0,225.0,-0.707,-0.707,0,0,1.0,优,0,0,0
2013-03-04 17:00:00,90,2013,3,4,17,17.0,24.0,8.0,33.0,600.0,102.0,13.2,1017.8,-15.7,0.0,SW,3.0,Dongsi,0,0,2,1,-0.966,-0.259,1.0,0.0,0.0,1.0,225.0,-0.707,-0.707,0,0,0.708,优,0,0,0
2013-03-04 18:00:00,91,2013,3,4,18,20.0,29.0,9.0,35.0,600.0,94.0,12.6,1018.3,-13.4,0.0,SW,2.9,Dongsi,0,0,2,1,-1.0,-0.0,1.0,0.0,0.0,1.0,225.0,-0.707,-0.707,0,0,0.69,优,0,0,0
2013-03-04 19:00:00,92,2013,3,4,19,31.0,60.0,13.0,53.0,700.0,68.0,12.0,1018.5,-13.1,0.0,WSW,2.7,Dongsi,0,0,2,1,-0.966,0.259,1.0,0.0,0.0,1.0,247.5,-0.924,-0.383,0,0,0.517,优,0,0,0
2013-03-04 20:00:00,93,2013,3,4,20,39.0,86.0,19.0,68.0,1000.0,47.0,10.9,1018.8,-11.9,0.0,SE,1.4,Dongsi,0,0,2,1,-0.866,0.5,1.0,0.0,0.0,1.0,135.0,0.707,-0.707,0,0,0.453,良,0,0,0
2013-03-04 21:00:00,94,2013,3,4,21,51.0,93.0,28.0,75.0,1100.0,42.0,10.2,1018.8,-11.8,0.0,SW,2.0,Dongsi,0,0,2,1,-0.707,0.707,1.0,0.0,0.0,1.0,225.0,-0.707,-0.707,0,0,0.548,良,0,0,0
